	Johnsonella	Burkholderia	Rubrivirga	Turicibacter	Fusicatenibacter	Rheinheimera	Salinicoccus	Altererythrobacter	Afipia	Streptomyces	Propioniciclava	Micropruina	Gordonibacter	Hafnia	Nodularia	Demetria	Pediococcus	Anaerococcus	Rhodocytophaga	Syntrophococcus	Hyphomicrobium	Parapusillimonas	Gemmatimonas	Pseudolabrys	Segetibacter	Lentibacillus	Bosea	Pannonibacter	Rhizobacter	Actinotalea	Alistipes	Nannocystis	Mogibacterium	Dioscorea	Deinococcus	Brooklawnia	Erythrobacter	Bifidobacterium	Bdellovibrio	Pseudoramibacter	Ottowia	Filifactor	Denitrobacterium	Leahibacter	Saccharophagus	Cloacibacillus	Thermomonas	Zoogloea	Brevundimonas	Cloacibacterium	Raoultella	Nocardioides	Leucobacter	Hydrogenoanaerobacterium	Odoribacter	Terrahaemophilus	Blastococcus	Dolosigranulum	Isosphaera	Sporosarcina	Oxalophagus	Propionimicrobium	Bulleidia	Chelatococcus	Brassicibacter	Bacteriovorax	Phenylobacterium	Asteroleplasma	Desulfuromonas	Ralstonia	Rhodopirellula	Gordonia	Epulopiscium	Limnobacter	Flavobacterium	Chthoniobacter	Intestinimonas	Treponema	Methanosphaera	Alkalibaculum	Tsukamurella	Insolitispirillum	Sarcina	Lautropia	Bradyrhizobium	Planctomyces	Varibaculum	Parvimonas	Dehalobacter	Schwartzia	Methylotenera	Mycobacterium	Arcticibacter	Prevotella	Cupriavidus	Cedecea	Legionella	Xylanibacter	Sphingomonas	Acholeplasma	Gemmiger	Rhodoplanes	Kocuria	Guggenheimella	Pluralibacter	Robinsoniella	Dyadobacter	Methylopila	Halomicronema	Lactobacillus	Cetobacterium	Pigmentiphaga	Microbacterium	Helcococcus	Tepidimonas	Anaerofilum	Methylophilus	Alkanindiges	Camelimonas	Trichococcus	Sphaerobacter	Micrococcus	Exiguobacterium	Centipeda	Coraliomargarita	Solirubrobacter	Streptobacillus	Brachyspira	Peptococcus	Arthrobacter	Blautia	Bauldia	Yaniella	Aeromicrobium	Acetitomaculum	Cellvibrio	Serinicoccus	Spinacia	Haemophilus	Acetobacter	Mycoplasma	Proteus	Hymenobacter	Roseburia	Natranaerovirga	Scardovia	Shewanella	Pseudoxanthobacter	Stenotrophomonas	Sphingobacterium	Helicobacter	Parasutterella	Klebsiella	Pedobacter	Parabacteroides	Tessaracoccus	Oceanobacillus	Kineococcus	Caulobacter	Ethanoligenens	Cellulosilyticum	Phyllobacterium	Flavihumibacter	Comamonas	Methylomonas	Anaeromyxobacter	Catonella	Phascolarctobacterium	Oceanitalea	Peptoclostridium	Oxalobacter	Zhihengliuella	Kytococcus	Christensenella	Aquicella	Megasphaera	Barnesiella	Soonwooa	Kingella	Leuconostoc	Leptotrichia	Lysobacter	Defluviicoccus	Fretibacterium	Luteococcus	Mobiluncus	Anaerosinus	Peptostreptococcus	Sphingopyxis	Uruburuella	Acetanaerobacterium	Akkermansia	Agromyces	Rubellimicrobium	Eggerthella	Adlercreutzia	Lutispora	Ferruginibacter	Ruminococcus	Rothia	Anaerobiospirillum	Dorea	Tannerella	Agrococcus	Arenimonas	Alloprevotella	Citricoccus	Actinomyces	Georgenia	Morganella	Murdochiella	Cucumis	Psychrobacter	Methylobacterium	Bacteroides	Ignavibacterium	Dokdonella	Nitriliruptor	Fontimonas	Alcanivorax	Pseudomonas	Lachnospira	Desemzia	Ornithinicoccus	Aureimonas	Wautersiella	Desulfotomaculum	Saccharofermentans	Nesterenkonia	Helcobacillus	Kaistobacter	Naasia	Devosia	Lachnobacterium	Tumebacillus	Microvirga	Faecalibacterium	Paracoccus	Roseomonas	Kerstersia	Coriobacterium	Slackia	Oceanicella	Solobacterium	Arcobacter	Aquabacterium	Globicatella	Clostridium	Acidaminobacter	Acetivibrio	Azohydromonas	Leptolyngbya	Succiniclasticum	Massilia	Actinobaculum	Azospirillum	Victivallis	Macrococcus	Capnocytophaga	Nitratireductor	Brachybacterium	Schlesneria	Alishewanella	Finegoldia	Gemella	Propionivibrio	Hydrotalea	Stomatobaculum	Catabacter	Dehalobacterium	Reyranella	Antarcticicola	Catellibacterium	Fluviicola	Janthinobacterium	Jeotgalicoccus	Sutterella	Novosphingobium	Conexibacter	Brevibacterium	Tetracoccus	Chryseobacterium	Anaerotruncus	Oribacterium	Fimbriimonas	Aequorivita	Cronobacter	Anaeroglobus	Dermatophilus	Pseudochrobactrum	Nocardia	Gracilibacter	Thauera	Hespellia	Asaccharobacter	Janibacter	Gardnerella	Papillibacter	Vallitalea	Pseudoclavibacter	Porphyrobacter	Pyramidobacter	Coprobacillus	Butyricicoccus	Sneathia	Brevibacillus	Tetrasphaera	Piscicoccus	Lachnoanaerobaculum	Photorhabdus	Methanobrevibacter	Steroidobacter	Olsenella	Dialister	Negativicoccus	Oscillochloris	Flavisolibacter	Morus	Desulfovibrio	Holophaga	Dietzia	Oxobacter	Alkalibacterium	Bryobacter	Vibrio	Moryella	Okadaella	Kaistia	Serratia	Planomicrobium	Humicoccus	Dermabacter	Shinella	Atopobium	Rhodospirillum	Craurococcus	Sediminibacterium	Pantoea	Escherichia/Shigella	Alkalitalea	Pseudonocardia	Leclercia	Succinivibrio	Butyrivibrio	Methylobacillus	Eikenella	Meiothermus	Enterorhabdus	Paenibacillus	Variovorax	Pseudoxanthomonas	Nitrosomonas	Facklamia	Enterobacter	Polymorphum	Subaequorebacter	Trifolium	Pectobacterium	Marmoricola	Sporacetigenium	Enterococcus	Vampirovibrio	Citrobacter	Prolixibacter	Acinetobacter	Rhodococcus	Parvibacter	Megamonas	Mesorhizobium	Schlegelella	Porphyromonas	Rhizobium	Paraeggerthella	Singulisphaera	Bifissio	Pontibacter	Hydrocarboniphaga	Holdemania	Kofleria	Geodermatophilus	Pleomorphomonas	Campylobacter	Knoellia	Ornithinimicrobium	Bilophila	Allobaculum	Ilumatobacter	Sneathiella	Howardella	Imtechium	Tunicatimonas	Rhodothermus	Oscillibacter	Aquamicrobium	Alkaliphilus	Vagococcus	Ochrobactrum	Dermacoccus	Anaerorhabdus	Pyxidicoccus	Rhodobacter	Aliihoeflea	Granulicatella	Bordetella	Flavonifractor	Aciditerrimonas	Coprobacter	Ramlibacter	Elusimicrobium	Lactonifactor	Peptoniphilus	Sporobacter	Halomonas	Caryophanon	Anoxybacillus	Nostocoida	Fusobacterium	Subdoligranulum	Anaerovibrio	Sphaerochaeta	Skermanella	Aerosphaera	Nitrolancea	Undibacterium	Mitsuokella	Anaerosporobacter	Aminobacter	Corynebacterium	Anaerofustis	Galbibacter	Alcaligenes	Luteimonas	Kluyvera	Bacillus	Alloscardovia	Hazenella	Petrimonas	Abiotrophia	Desulfosporosinus	Collinsella	Acidovorax	Propionibacterium	Butyricimonas	Achromobacter	Pelomonas	Aggregatibacter	Erwinia	Pseudoflavonifractor	Elizabethkingia	Acidaminococcus	Perlucidibaca	Sideroxydans	Lactococcus	Eubacterium	Coprococcus	Neisseria	Anaerovorax	Weissella	Microlunatus	Methyloversatilis	Cardiobacterium	Allisonella	Streptococcus	Azonexus	Providencia	Agrobacterium	Planobacterium	Catenibacterium	Anaerostipes	Staphylococcus	Zymophilus	Leifsonia	Rhodopseudomonas	Adhaeribacter	Moraxella	Gaiella	Patulibacter	Delftia	Empedobacter	Curvibacter	Millisia	Oscillospira	Paraprevotella	Solibacillus	Aerococcus	Rikenella	Selenomonas	Veillonella	Ammoniphilus	Sphingobium
sample_35	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	102	0	0	0	0	0	0	0	24	0	0	0	0	61	0	0	0	0	0	0	0	21	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	17	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1068	0	0	63	0	0	0	25	0	5	0	0	0	0	0	0	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2217	0	0	0	0	4	0	6	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	110	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	7	0	0	0	647	97	0	0	0	0	0	0	0	0	0	0	0	0	21	20	1	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	4	0	0
sample_49	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	1	0	0	0	11	0	0	0	0	31	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	12	0	0	6	0	8	19	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0	0	5	2	0	1592	0	0	707	0	0	0	78	0	31	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1317	0	0	0	0	114	0	79	0	0	0	242	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	16	17	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	29	0	0	0	527	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	1	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	0	2	0	0	0	0	3	0	0	0	0	0	2442	282	0	3	0	0	0	0	0	3	0	0	0	0	69	432	0	0	0	0	0	0	0	0	0	0	0	0	236	37	0	0	0	2	20	0	0
sample_63	0	0	0	17	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	41	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	6	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	425	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	5	0	85	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	116	0	95	3	0	204	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	9	22	0	0	0	4	0	0	896	0	0	144	0	0	0	19	0	35	0	0	0	0	0	0	2050	0	0	0	0	0	10	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	941	0	0	0	0	28	0	5	0	0	0	323	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	9	0	0	0	0	0	2484	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	11	0	0	0	1	0	0	0	0	0	107	0	0	0	0	0	0	5	0	0	0	0	24	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	14	1	0	0	0	17	1	0	0	0	0	0	0	16	0	0	0	0	0	9	0	0	0	0	0	0	0	0	235	0	0	17	0	0	0	0	0	0	37	0	0	0	1022	53	0	1	0	0	0	0	0	29	0	0	0	0	183	100	0	0	0	0	0	2	0	0	0	0	0	0	73	125	0	0	0	1	18	0	0
sample_139	0	0	0	1	14	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	4	0	0	0	0	55	0	0	0	0	0	0	0	1	4	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	97	0	0	359	0	2	0	3	0	0	0	0	0	0	0	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	3	0	0	0	12	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	3	0	0	0	0	45	0	0	0	0	0	0	0	30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1157	0	0	0	0	1	0	0	0	0	0	0	0	0	390	17	0	0	1	0	0	0	1	17	0	0	0	0	1608	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
sample_132	0	0	0	309	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	67	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	41	0	0	0	0	11	5	0	0	1	0	29	0	0	0	0	0	0	0	0	1	0	0	0	34	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	229	1	0	41	0	0	0	10	0	4	0	0	0	0	0	1	318	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	1	0	0	0	51	0	10	0	0	0	683	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	16	7	0	12	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	503	0	0	2	0	3	0	0	0	0	3	0	0	0	2095	15	0	0	0	0	1	0	0	32	0	0	0	0	68	26	0	0	0	0	0	0	0	0	0	0	0	0	21	3	0	0	0	0	1	0	0
sample_67	0	0	0	0	62	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	2	0	0	0	3	0	0	0	0	4	0	0	0	0	3	9	31	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1890	0	0	0	0	10	0	502	0	134	0	0	0	0	0	0	12	0	0	15	0	0	4	0	0	0	2	0	4	0	0	0	0	0	0	7	0	52	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2	1	0	893	0	0	0	0	0	0	0	0	8	0	0	0	17	0	0	0	0	0	0	0	14	22	0	0	1	0	0	0	0	1	0	0	0	0	0	6	3	0	0	1	0	0	0	278	12	0	147	0	0	0	309	0	26	0	0	0	0	0	0	2256	0	0	0	0	0	2	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3735	0	0	0	0	218	0	0	0	7	0	357	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	7	2	0	0	0	0	0	0	0	0	0	0	0	57	1	0	0	0	7	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	14	218	0	0	0	0	66	0	4	0	0	0	331	0	0	0	0	0	0	0	0	4	0	0	0	0	33	0	0	0	3	42	0	0	8	10	0	0	0	0	2	8	0	0	0	0	0	0	3	0	1	0	28	5	0	718	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	10	0	0	0	10	9	0	0	257	0	0	0	0	0	0	0	2	0	0	0	266	0	0	0	0	4	3	27	2	0	0	0	48	18	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	117	1	0	37	0	0	0	0	2	0	4	0	0	1	1629	39	0	2	2	0	0	0	0	25	0	0	5	0	44	5	39	0	1	0	0	1	0	0	0	2	0	0	8	16	0	0	5	0	10	0	2
sample_34	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1703	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	1	21	0	43	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	461	0	0	105	0	0	0	43	0	0	0	0	0	0	0	3	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1481	0	0	0	0	28	0	4	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	111	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	5	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	1	0	0	0	0	1	0	0	0	0	0	769	229	1	0	0	0	0	0	0	4	0	0	0	0	31	25	0	0	0	0	0	0	0	0	0	0	0	0	35	2	0	0	0	0	1	0	0
sample_92	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3132	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	337	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3060	0	0	89	0	0	0	0	20	0	0	0	0	20	0	0	0	0	0	1772	0	2	0	0	47	0	0	0	0	0	0	0	0	2	0	0	0	52	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2926	6	0	267	1	0	0	26	0	7	0	0	0	0	0	0	578	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	0	0	0	0	1956	0	1	0	1	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	371	0	0	0	0	0	0	0	0	0	0	795	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	4	0	0	12	0	0	0	0	0	0	35	0	0	0	0	0	0	2	0	1	0	0	11	0	21	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	6	2	0	0	0	0	0	0	1	0	0	7	0	0	5	0	0	0	0	0	0	0	0	59	0	2	0	0	1	0	0	0	182	1	0	0	0	1068	405	0	0	0	0	2	0	0	46	0	0	18	0	151	371	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0
sample_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	20	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4612	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	112	0	0	0	1	0	0	0	0	0	0	0	0	75	0	0	0	0	0	3	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	4	0	0	0	0	0	46	0	0	0	0	0	7	0	0	0	0	0	0	0	11	0	0	0	1	0	1	0	265	0	0	70	0	0	0	84	0	2	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1287	6	0	0	0	13	0	78	0	0	0	44	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	9	814	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	30	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	23	0	1	0	0	0	2	32	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	11	0	0	0	1	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	2	0	3	0	0	0	930	65	0	2	0	0	0	0	0	1	0	0	0	0	787	12	0	0	0	0	0	0	0	0	0	0	0	0	126	18	0	1	6	0	3	0	0
sample_146	0	0	0	50	3	32	0	0	0	0	1	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	7	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2963	0	0	0	0	14	0	0	0	294	0	0	0	0	0	0	387	0	0	0	0	0	0	3	0	0	0	0	44	0	0	0	0	0	0	0	0	100	0	0	5	0	0	0	0	35	0	0	0	0	60	0	0	0	0	7	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	5	0	221	0	0	0	0	0	0	0	0	0	0	279	0	0	521	0	0	0	0	0	39	0	0	0	0	0	0	601	0	0	0	0	0	10	0	0	0	7	0	0	0	0	0	18	0	0	0	0	0	2898	89	13	13	0	26	0	5	0	0	0	101	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	159	0	0	25	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	648	101	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	21	0	1	0	0	0	0	0	3	0	0	0	1	0	0	16	0	0	0	53	1	0	8	0	0	57	0	0	0	0	0	0	12	0	0	0	15	0	0	0	0	0	0	9	0	0	0	157	0	0	0	2	0	0	0	7	0	1964	1	70	0	0	0	0	0	180	0	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1031	0	0	0	0	0	0	0	0	0	0	0	522	0	32	0	22	2	0	0	0	41	0	0	0	11	1302	41	0	2	0	0	0	0	12	499	0	0	0	0	55	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	24	0	20
