	Slackia	Peptostreptococcus	Brachybacterium	Peptococcus	Lawsonia	Microbacterium	Brevibacterium	Turicibacter	Oscillibacter	Sphaerochaeta	Hydrogenoanaerobacterium	Coprobacillus	Anaerofustis	Vagococcus	Parvimonas	Klebsiella	Nosocomiicoccus	Kordia	Tepidimonas	Kluyvera	Luteococcus	Brachymonas	Peptoniphilus	Abiotrophia	Paenibacillus	Pasteurella	Lactobacillus	Bradyrhizobium	Victivallis	Johnsonella	Serratia	Bilophila	Pseudoxanthomonas	Acetanaerobacterium	Olsenella	Megasphaera	Elizabethkingia	Pediococcus	Enterococcus	Granulicatella	Porphyrobacter	Enterorhabdus	Phyllobacterium	Papillibacter	Campylobacter	Christensenella	Marvinbryantia	Macrococcus	Sporobacter	Aggregatibacter	Treponema	Edwardsiella	Fulvivirga	Aeromonas	Paracoccus	Mobiluncus	Raoultella	Pseudoramibacter	Grimontella	Coriobacterium	Devosia	Bacillus	Paraprevotella	Gemmiger	Robinsoniella	Solobacterium	Mycoplasma	Rummeliibacillus	Pyrobaculum	Microlunatus	Denitrobacterium	Phascolarctobacterium	Sphingobium	Leuconostoc	Prevotella	Peptoclostridium	Butyrivibrio	Paraeggerthella	Anaerococcus	Anaerobiospirillum	Blautia	Flavobacterium	Parabacteroides	Asteroleplasma	Dialister	Pseudobutyrivibrio	Lemna	Comamonas	Arthrobacter	Oribacterium	Salmonella	Cronobacter	Tannerella	Moraxella	Sutterella	Anaerovibrio	Corynebacterium	Negativicoccus	Anaerosporobacter	Sanguibacter	Cardiobacterium	Cupriavidus	Enterobacter	Brevibacillus	Streptococcus	Odoribacter	Sphingobacterium	Cellulosilyticum	Microcystis	Hafnia	Lachnobacterium	Ruminococcus	Lachnoanaerobaculum	Acetivibrio	Erysipelothrix	Butyricimonas	Vibrio	Anaerotruncus	Thermotoga	Faecalibacterium	Coprobacter	Propionibacterium	Fusibacter	Bifidobacterium	Streptomyces	Cloacibacillus	Desulfitobacterium	Elusimicrobium	Lachnospira	Succinatimonas	Listeria	Intestinimonas	Gordonia	Ornithinimicrobium	Veillonella	Finegoldia	Atopobium	Rathayibacter	Anaerofilum	Anoxybacillus	Ochrobactrum	Methylobacterium	Barnesiella	Actinobacillus	Actinomyces	Allisonella	Subdoligranulum	Parvibacter	Zymophilus	Oscillospira	Collinsella	Magnetococcus	Weissella	Xanthomonas	Helicobacter	Aeromicrobium	Pseudomonas	Spiroplasma	Hespellia	Pseudonocardia	Oxalobacter	Stenotrophomonas	Cloacibacterium	Alloprevotella	Proteus	Helcococcus	Morganella	Ethanoligenens	Sarcina	Leptotrichia	Parasutterella	Micrococcus	Kocuria	Dietzia	Gordonibacter	Murdochiella	Desulfocurvus	Syntrophococcus	Kingella	Neisseria	Rikenella	Herbaspirillum	Howardella	Bacteroides	Francisella	Mitsuokella	Anaerovorax	Mogibacterium	Roseburia	Citrobacter	Alloiococcus	Stappia	Rothia	Selenomonas	Fusobacterium	Eikenella	Capnocytophaga	Eubacterium	Porphyromonas	Sneathia	Erwinia	Gemella	Adlercreutzia	Cryptobacterium	Stomatobaculum	Dickeya	Agrobacterium	Anaerostipes	Escherichia/Shigella	Curtobacterium	Ureaplasma	Lysinibacillus	Flavonifractor	Sedimentibacter	Sphingomonas	Staphylococcus	Desulfovibrio	Varibaculum	Actinobaculum	Coprococcus	Lactonifactor	Halomonas	Arcanobacterium	Lautropia	Mesorhizobium	Anaeroglobus	Allobaculum	Fusicatenibacter	Lactococcus	Pyramidobacter	Xylanibacter	Pantoea	Pseudoflavonifractor	Butyricicoccus	Acholeplasma	Delftia	Haemophilus	Acetomicrobium	Scardovia	Brachyspira	Kosakonia	Facklamia	Eggerthella	Massilia	Gardnerella	Acidaminococcus	Lelliottia	Catabacter	Pluralibacter	Acinetobacter	Alistipes	Dorea	Holdemania	Cetobacterium	Acetobacterium	Akkermansia	Clostridium	Desulfotomaculum	Succinivibrio	Turicella	Terrahaemophilus	Megamonas	Catenibacterium	Coraliomargarita	Acetobacter	Fretibacterium	Alloscardovia
I24	142	0	0	0	0	0	0	151	1544	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3100	0	105	0	0	23	0	0	70	5798	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	4	0	0	0	0	0	0	0	0	0	0	86422	0	37	5	0	0	6534	0	112	0	186	31	0	0	0	0	0	0	0	0	230	2	4	0	0	0	2	0	1	0	568	4	0	0	0	0	0	909	0	0	0	0	0	16	0	11337	0	2	0	3720	0	0	0	0	27	0	0	6	0	0	54	0	0	0	0	0	0	0	1	1	20	2631	276	0	0	2	540	0	8	0	0	0	0	0	0	0	22	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	13	162	0	4408	7	4	1233	0	0	0	16	365	0	0	0	5602	0	0	0	0	0	4	0	0	0	669	40	0	0	0	155	0	0	0	115	0	0	788	5	0	0	0	0	0	0	312	0	0	0	0	1	30	0	0	95	0	0	14	0	0	32	0	0	0	0	11	0	0	31	930	0	0	0	0	801	0	3407	0	0	2	7744	0	0	0	0
R248	0	0	0	0	0	0	0	54	189	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	346	0	0	0	9273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	745	0	0	16516	0	3	0	0	0	8766	0	970	0	6	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	5	0	0	1492	0	0	0	0	0	0	96	0	0	0	366	0	16	0	7996	46	0	0	2919	0	0	0	0	1	0	0	0	0	0	17	0	6	0	3	0	0	0	0	0	53	0	324	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27056	0	4	1	0	995	0	0	0	0	0	36	0	0	1733	0	0	0	2	247	0	0	0	0	167	131	0	0	0	519	0	0	0	0	0	0	946	0	0	0	0	0	0	123	2989	0	0	0	0	232	56	0	0	2	0	0	0	0	0	122	1	0	1821	0	2	0	0	708	1503	0	0	0	0	7221	0	0	0	0	25756	0	0	0	0	0
I27	38	0	0	0	0	0	0	262	1301	0	16	0	0	0	0	18	0	0	0	0	0	0	2	0	0	0	309	0	1	0	0	10	0	0	61	4	0	0	21	0	0	0	0	0	28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	34	0	0	0	0	0	31	0	0	69954	0	3	7	0	0	3519	0	27	0	100	77	0	0	0	137	0	3	0	0	33	0	0	0	0	0	0	1	5	0	1814	0	0	0	0	0	0	1480	0	0	0	0	0	13	0	9680	0	2	0	135	0	0	0	0	4	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	12	2163	140	0	0	0	613	0	58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	75	0	0	0	0	0	0	0	0	0	0	0	8	73	0	3537	7	5	1745	0	0	0	8	207	0	0	0	5988	0	0	0	2	2	1	0	0	0	126	271	0	0	0	96	0	0	4	64	4	0	526	0	0	0	0	0	0	0	212	22	0	66	0	2	84	0	0	2	0	0	0	0	0	29	1	0	0	0	1	0	0	11	546	6	12	0	0	3212	0	6165	0	0	0	643	0	0	0	0
R235	488	0	0	0	1	0	0	129	5944	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	327	0	16	0	0	319	0	2	41	390	0	0	0	18	0	3	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1140	1	0	2	0	0	0	0	0	1966	0	0	3644	2	13	104	0	0	18999	0	1771	0	0	26	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	0	2	0	86	852	0	0	0	0	0	6225	1	0	0	68	0	65	0	18083	74	0	13	2215	0	148	0	0	76	38	0	48	0	0	12	0	0	0	9	0	0	0	287	0	233	25	331	0	0	4	1269	0	0	0	0	0	0	1	0	0	20	0	0	0	0	0	0	1	0	0	372	0	0	0	0	0	2	0	0	0	0	0	0	7426	0	5	29	13	1535	0	0	0	0	1	0	0	0	10082	0	0	0	6	27	2	0	0	0	8206	4	0	0	1	549	0	0	0	304	0	0	1019	1	0	0	0	0	8	0	3727	3	0	0	0	60	73	0	0	0	0	0	0	0	0	30	0	0	0	0	16	0	0	4907	1334	22	0	0	0	9540	2	2	0	0	1159	6	0	0	0	0
I57	6	0	0	0	0	0	0	1089	464	0	14	94	0	0	4	3	0	0	0	0	0	0	0	2	0	0	78	0	0	0	0	644	0	1	7	19	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	1	1	4	0	0	0	0	0	3313	0	0	48	0	1	1	0	0	30135	0	4849	0	0	0	0	0	0	0	0	0	0	0	1172	0	6	0	0	0	0	0	0	0	11457	655	0	0	0	0	0	16	0	0	0	567	0	13	0	3139	3	0	0	3834	0	0	0	0	3	0	0	38	0	0	521	0	2	0	14	0	0	0	1414	0	95	0	157	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	46097	0	0	9	7	1713	1	0	0	0	0	0	0	0	9386	0	0	0	30	0	0	0	0	0	2336	46	0	0	0	1429	0	0	0	0	0	0	41	10	0	0	0	0	4	0	309	0	0	0	0	112	332	0	1	2	0	0	0	0	0	887	0	0	0	0	0	0	0	6833	162	35	0	0	0	14564	0	0	0	0	2	0	0	0	0	4
I54	0	0	0	0	0	0	0	20	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	894	0	0	0	0	167	0	0	2	5	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3899	0	0	172	0	5	0	0	0	19748	0	1824	0	12	1	0	0	0	2	0	0	0	0	4201	0	0	0	0	0	0	0	0	0	5217	4	0	0	0	0	0	5	0	0	0	0	0	0	0	18557	0	0	0	6745	0	0	0	0	17	0	0	0	0	0	686	0	0	0	0	0	0	0	2	0	285	0	135	0	2	0	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	61080	0	4	0	0	17	0	0	0	2	1	1467	0	0	9968	0	0	0	6	0	4	0	0	0	7812	0	0	0	0	122	0	0	0	0	0	0	526	2	0	1	0	0	0	0	4158	19	0	0	0	3	171	0	0	138	0	0	0	0	0	74	0	0	0	0	0	0	0	7	3203	0	0	0	0	4122	0	0	0	3	2	2	0	0	0	0
I09	275	14	0	0	0	0	0	270	75	0	1	0	0	0	6	13	0	0	0	0	0	0	2	0	0	0	48592	0	7	0	0	2	0	0	61	25485	4	0	1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	34	44236	0	0	0	2	0	1652	0	42	0	62	0	0	1	0	0	0	0	0	0	423	0	2	0	0	0	0	1	0	0	739	0	0	0	0	0	0	142	2	0	0	0	0	1	0	1579	0	0	0	5075	0	0	0	0	3	0	0	1	0	0	133	0	0	0	0	0	0	0	0	0	50	1058	30	0	0	0	407	0	16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	771	0	2	0	0	0	0	0	0	0	0	8	0	0	0	128	0	1	0	0	253	0	0	0	18	1	2	0	0	606	0	0	0	14	8	0	0	0	0	64	10	0	0	0	17	0	0	0	0	0	0	17	0	0	0	0	0	0	0	45	100	0	0	0	0	39	0	0	119	0	0	0	0	0	19	0	0	0	0	4	0	0	8	411	0	0	0	0	1106	0	0	0	8	1	1	0	0	0	0
I32	185	0	0	0	0	0	0	0	513	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	6615	0	31	0	0	35	0	0	140	10731	0	0	0	10	0	0	0	0	356	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	52889	0	12	10	0	0	10638	0	251	0	105	3	0	0	0	0	0	0	38	0	885	0	0	0	0	0	0	0	0	0	90	12	0	1	0	0	0	2252	2	0	0	2	0	1	0	5715	0	2	0	2657	0	0	0	0	30	0	0	1	0	0	6	0	2	0	0	0	0	0	0	0	21	2996	354	0	0	0	768	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	110	0	10	0	0	0	6	0	0	0	0	0	0	0	14	336	0	6	3	2	4971	0	0	0	0	0	0	0	0	11749	0	0	0	4	28	0	0	0	0	518	5	0	0	0	200	0	0	1	0	0	0	346	0	0	0	0	2	0	0	640	0	0	0	0	7	125	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	252	3078	0	0	0	0	1277	0	1950	0	0	2450	7257	0	0	4	0
R238	0	0	0	0	0	0	0	1162	1080	0	8	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	5	0	2	0	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	4	0	0	0	0	0	1586	0	0	58	0	0	0	0	0	17722	0	2270	0	319	1	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	367	501	0	0	0	0	0	13	0	0	0	269	0	15	0	19739	14	0	0	4879	0	0	0	0	1	0	0	115	0	0	5	0	2	0	0	0	0	0	748	0	72	1	370	1	0	1	825	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1583	0	0	0	59	0	0	0	0	0	0	0	0	37364	0	1	5	0	509	0	0	0	2	2	0	0	0	9723	0	0	0	4	110	0	0	0	0	1825	0	0	0	0	1173	0	0	2	0	0	0	0	16	0	0	2	0	0	0	4041	0	0	0	0	244	54	0	0	0	0	0	0	0	0	415	0	0	0	0	26	0	0	3554	1391	35	0	0	0	7096	0	2	0	0	0	0	0	0	0	0
I23	157	1	0	0	0	0	0	248	1844	0	13	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	699	0	161	0	0	82	1	0	73	1449	0	0	10	4	0	0	0	0	40	1	0	0	0	0	7829	0	0	0	0	0	0	0	0	0	0	1	9	0	8	261	0	0	0	0	0	12	0	0	68369	2	61	4	0	0	6748	0	129	0	155	11	0	0	0	43	0	0	2	0	10	2	0	0	0	0	0	6	13	0	630	0	0	0	0	0	0	5069	0	2	0	5	0	11	0	11504	0	0	0	784	0	0	0	214	64	0	0	4	0	0	7	0	0	0	0	0	0	0	4	0	36	1758	93	0	0	3	504	0	30	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	305	0	3945	9	8	4008	2	0	0	0	16	0	0	0	7497	0	0	0	0	0	4	0	0	0	161	290	0	0	0	168	0	0	0	183	0	0	698	1	0	0	0	0	0	0	505	1	0	0	1	11	92	0	0	0	0	0	43	0	0	23	0	0	0	0	9	0	0	8	763	0	0	0	0	4331	0	214	0	0	3	3447	0	0	0	4
I38	112	0	0	0	0	0	0	384	646	0	11	0	0	0	0	77	0	0	0	1	0	0	0	0	0	0	9015	0	42	0	0	8	0	0	197	11068	0	0	4	2	0	0	0	0	4	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	117	0	0	0	0	0	0	0	0	101083	0	2	8	0	0	4965	0	22	0	168	0	0	3	0	0	0	1	2	0	160	0	22	0	0	0	0	0	14	0	906	0	0	0	0	0	0	1911	2	0	0	2	0	12	0	12265	0	0	0	3633	0	0	0	0	20	0	0	1	0	0	32	0	0	0	0	0	0	0	7	0	25	3606	308	0	0	0	704	0	57	0	0	0	0	0	0	0	4	0	2	5	0	0	0	0	0	0	13	0	0	0	1	4	0	0	0	0	0	0	0	120	0	12924	1	5	6706	0	0	0	6	82	3	0	0	7758	0	0	0	6	0	0	0	0	0	275	239	0	0	0	76	0	0	0	0	0	0	1163	0	0	0	0	0	0	0	463	2	0	0	0	3	124	0	0	163	0	0	0	0	0	9	0	4	0	0	0	0	0	220	1304	0	0	0	0	1737	0	0	0	1	2	4697	0	0	0	0
R246	119	0	0	1	0	0	0	106	2070	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	90	0	313	0	0	102	0	1	0	5	0	0	0	5	0	2	0	1	0	14	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	1158	1	0	0	0	0	0	0	0	1968	0	0	14687	0	9	0	0	0	15142	0	1957	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	126	550	19	0	0	0	0	6509	0	0	0	324	0	52	0	27365	113	0	7	981	0	142	0	0	25	0	0	94	0	0	5	0	0	0	8	0	0	0	113	0	25	0	2287	0	0	1	755	6	0	0	0	0	1	0	1	0	25	0	0	0	0	0	0	8	0	0	1332	0	0	0	2	0	2	1	0	0	0	0	0	11883	0	0	17	25	1442	0	0	0	0	1	0	0	0	7714	0	0	0	6	43	0	0	0	0	1655	2	0	0	0	431	0	0	0	765	0	0	1559	6	0	0	0	0	0	0	3028	1	0	0	0	128	160	0	0	0	0	0	0	0	0	12	0	0	0	0	11	0	0	7510	1281	29	0	0	0	8112	0	0	0	0	3872	2	0	0	0	0
R253	881	0	0	0	0	0	0	612	702	0	114	34	2	0	0	2	0	0	0	0	0	0	2	0	0	0	64	0	0	0	0	136	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	4	0	0	0	0	0	0	0	0	0	0	39927	2	4	0	0	0	16859	0	2558	0	5552	1	0	0	0	0	0	0	0	0	1451	0	0	0	0	0	0	0	0	0	63	457	0	0	0	0	0	9047	0	0	0	0	0	10	0	14598	0	0	2	2653	0	0	0	0	210	0	0	9	0	0	13	0	0	0	2	0	0	0	0	0	12	0	1597	0	0	8	880	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	200	0	0	0	13	0	0	0	0	0	0	0	0	12890	0	3	16	4	8321	0	0	0	0	3	0	0	0	9443	0	0	0	0	10	0	0	0	0	1419	54	0	0	0	342	0	0	0	0	0	0	191	0	0	0	0	0	0	0	3049	117	0	0	0	31	147	0	0	6	0	0	0	0	0	56	0	0	0	0	0	0	0	2751	1812	50	0	0	0	6942	0	0	0	0	1	2	0	0	0	0
I21	212	0	0	8	0	0	0	12	346	0	34	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	16055	0	5	0	0	0	0	0	358	13343	0	0	19	1	0	0	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	4	0	0	122	0	0	0	0	0	1	0	0	88195	0	2	6	0	0	4714	0	1	0	168	0	0	13	0	104	0	0	1	0	548	0	4	0	0	0	0	0	2	0	3244	0	0	0	0	0	0	1140	2	0	0	0	0	2	0	6613	1	0	0	6263	0	0	0	0	32	0	0	1	0	0	142	0	0	0	0	0	0	0	0	0	50	2449	216	0	0	0	820	0	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	89	0	7489	0	2	4737	0	0	0	2	304	2	0	0	3582	0	0	0	0	0	1	0	0	0	191	952	0	0	0	40	0	0	2	20	0	0	585	1	0	0	0	0	0	0	263	4	0	0	0	2	53	0	0	18	0	0	0	0	0	7	0	0	224	0	7	0	2	6	973	0	0	0	0	709	0	0	4	0	0	13466	0	0	0	0
I45	1	0	0	0	0	0	0	114	2086	0	2	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	4779	0	0	0	0	36	0	0	2	2186	0	0	0	0	0	0	0	1	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	13	0	0	0	0	0	6050	0	0	86273	0	270	0	0	0	12012	0	34	0	4	7	0	12	0	107	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1110	0	0	0	0	0	0	4466	0	0	0	2	0	9	0	15575	0	0	0	6518	0	0	0	3	95	0	0	3	0	0	63	0	0	0	0	0	0	0	0	2	8	0	299	0	0	0	719	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	226	0	5	12	7	5019	0	0	0	24	1	0	0	0	12052	0	0	0	0	5	0	0	0	0	2591	48	0	0	0	35	0	0	2	0	0	0	1628	2	0	0	0	0	0	2	623	0	0	0	0	2	253	0	0	78	0	0	0	0	0	67	0	0	0	0	3	0	0	24	3041	0	0	0	0	2335	0	1	0	33	1	1541	0	0	0	0
R247	7	0	0	0	0	0	0	5260	474	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3891	0	0	0	0	788	0	0	0	59	0	9	167	0	0	0	0	0	0	61	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	20023	0	1	0	0	0	0	0	0	0	1908	0	0	6190	22	0	0	0	0	8207	0	6191	0	3	0	0	0	0	0	0	0	0	0	1800	0	6	0	0	0	0	0	2	0	478	509	0	0	0	0	0	4	0	0	0	367	0	44	0	15354	0	8	0	9066	0	0	0	0	3	0	0	0	0	0	200	2	0	0	3	0	0	0	0	0	32	0	267	0	0	0	2665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	37	0	0	0	0	0	0	0	0	40083	0	0	19	2	705	0	0	0	6	0	4145	0	0	5528	6	0	0	0	0	0	0	0	0	137	271	0	0	0	1176	0	0	0	0	0	0	782	28	0	0	0	0	8	0	1	0	0	0	0	100	192	0	0	8	0	2	0	0	0	662	2	0	0	0	0	0	0	1208	1	5	0	1	0	12205	0	0	0	6	2	1	0	0	0	2
I12	42	0	0	0	0	0	0	1766	7840	0	28	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	198	0	100	0	0	81	0	2	187	4305	0	0	0	6	0	0	0	0	0	4	0	0	0	0	585	0	0	0	0	0	0	0	0	0	0	0	6	0	8	197	0	0	0	0	0	2	0	0	9193	0	5089	2	2	0	2626	0	39	0	34	3	0	361	0	0	0	0	2	0	14	0	2	0	0	0	0	1	0	0	11	8	0	1	0	0	0	1279	0	0	0	51	0	78	0	3723	0	2	0	2397	0	0	0	368	10	0	0	8	0	0	16	0	0	0	0	0	0	0	8	0	8	596	61	0	0	13	296	0	0	0	1	0	0	0	0	0	101	0	0	15	0	0	0	1	0	0	22	0	0	0	0	0	0	0	0	4	0	0	10	2312	1	2392	50	33	451	0	0	0	4	73	38	0	0	4239	0	0	0	0	0	0	0	0	0	365	116	0	0	0	491	0	0	2	244	0	0	298	1	0	0	2	0	0	0	73	0	0	77	0	7	47	0	0	27	0	0	0	0	0	11	1	0	0	0	42	0	0	173	1143	4	0	0	10	11955	0	0	0	1	3	9340	0	0	0	0
R237	2	6	0	5	0	0	0	206	274	0	0	0	1	0	8	0	0	0	0	0	0	0	14	4	0	0	190	0	0	0	0	1001	0	5	0	24	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	7	0	0	78	449	1	0	22	0	16896	0	5024	0	4012	0	0	0	0	0	0	0	0	0	5961	0	19	0	0	0	0	0	0	0	3688	354	0	0	0	0	0	1	0	0	0	0	0	0	0	21251	12	8	0	6959	0	0	0	0	596	0	0	0	0	0	286	4	2	0	0	0	0	0	1325	0	171	0	326	0	0	0	2336	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48980	0	0	0	0	5301	0	0	0	8	0	713	0	0	8575	0	0	0	30	0	0	2	0	2	3897	15	0	0	0	455	1	0	0	0	0	2	0	10	0	0	0	0	0	0	4271	0	0	0	0	60	578	0	0	39	0	0	0	0	0	464	0	0	0	0	0	0	0	530	0	0	0	0	0	4841	0	0	0	0	3	3	0	0	0	0
R254	2	0	0	0	0	0	0	839	1022	0	67	2	21	0	0	1	0	0	0	0	0	0	0	6	0	0	506	0	0	0	0	539	0	30	0	22	0	0	95	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	91	8	0	0	0	0	10638	0	7920	0	424	0	0	0	0	0	0	0	0	0	2551	4	30	0	0	0	0	0	0	0	5311	1030	0	6	0	0	0	10	0	0	0	733	0	163	0	6808	0	6	0	13258	0	0	0	0	582	0	1	44	0	0	2346	0	4	0	32	0	0	0	0	0	174	67	308	0	0	0	3335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	142	0	0	0	0	0	0	2	0	33949	0	0	26	8	316	0	0	0	0	1	18	0	0	14493	0	0	0	47	0	0	0	0	1	3415	302	0	0	0	1911	0	0	0	0	0	2	1	77	0	0	0	0	0	0	7109	0	0	0	0	60	18	0	0	11	0	0	0	0	0	1985	0	4	0	0	24	0	0	4603	4594	180	0	0	0	18620	0	0	0	0	0	0	0	0	0	4
I06	302	0	0	30	0	0	0	66	3362	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964	0	22	0	0	8	0	1	233	12453	0	0	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	5	0	0	76533	0	1906	22	0	0	6817	0	97	0	105	85	0	1	0	102	0	0	21	0	132	0	0	0	0	0	0	0	0	0	7	92	0	0	0	0	0	3505	0	0	0	0	0	10	0	7831	0	0	0	6012	0	0	0	0	13	0	0	2	0	0	3	0	0	0	0	0	0	0	4	0	38	2057	220	0	0	5	974	0	2	0	0	0	0	0	0	0	42	0	0	7	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	6	189	0	12024	67	17	810	0	0	0	5	649	0	0	0	5490	0	0	0	0	0	3	0	0	0	507	4	0	0	0	333	0	0	0	1	0	0	267	1	0	0	0	0	0	0	674	1	0	32	0	7	46	0	0	0	1	0	0	0	0	3	0	0	0	0	18	0	0	131	1876	4	0	0	0	3305	0	0	0	1	0	5180	0	0	0	0
I18	135	0	0	0	0	0	0	104	2058	0	23	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	9591	0	0	0	2	0	0	0	319	17509	0	0	43	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	63544	1	16	7	0	0	7876	0	1612	0	141	6	0	0	0	0	0	12	34	0	870	0	2	0	0	0	0	0	55	0	3494	0	0	0	0	0	0	547	0	0	0	0	0	10	0	12531	0	0	0	5244	0	0	0	0	146	0	0	12	0	0	58	0	0	0	0	0	0	0	0	0	46	2707	872	0	0	2	185	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	4	0	0	0	1302	0	3	20	0	5466	0	0	0	34	1	0	0	0	11821	0	0	0	6	57	0	0	0	0	389	206	0	0	0	248	0	0	0	0	0	0	1702	0	0	0	0	0	0	0	623	0	0	0	0	0	97	0	0	23	0	0	0	0	0	20	0	0	0	0	0	0	0	16	3078	25	0	0	0	8141	0	0	0	0	2	3759	0	0	0	4
